Datum,Umsatz,feiertag,brueckentag,BW,BY,B,BB,HB,HH,HE,MV,NI,NW,RP,SL,SN,ST,SH,TH
2015-10-04,1182.592558056756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-05,1070.3535394391897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-06,1030.925748763046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-07,1019.197540064988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-08,909.1303497419683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-09,1048.858877947774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-10,1201.230275223537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-11,1283.3166911073522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2015-10-12,1107.442422397838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015-10-13,937.6267663073802,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015-10-14,979.5829960288241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015-10-15,1030.0461872412463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015-10-16,1139.4221510164036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2015-10-17,1329.667018521431,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2015-10-18,965.4102747206045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2015-10-19,987.6833910240885,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
2015-10-20,971.3317042498738,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
2015-10-21,1050.1903691671555,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
2015-10-22,986.5872665610204,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
2015-10-23,1175.8359344169276,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
2015-10-24,1361.2686641379958,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2015-10-25,1035.7983825280471,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
2015-10-26,986.277950394993,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
2015-10-27,891.3468424546664,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
2015-10-28,882.1403330716114,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
2015-10-29,898.8019815526103,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
2015-10-30,927.5910486024229,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
2015-10-31,1011.9763957140731,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
2015-11-01,1112.330884194636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,873.9055613961766,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03,756.6058267690163,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-04,696.1792577665408,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05,844.195238789603,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,709.2797067414189,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07,873.6195026671894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08,1210.5844638348726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09,790.1238249610622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10,661.6772215670127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11,724.2683881549564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,734.5804312697369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,779.0935983581221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14,943.7340697667853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15,1086.677912290298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16,773.9870790411215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17,695.0151006676961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18,653.6129315970389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-19,724.8363583386131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,637.7429849144889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-21,918.9910101405553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-22,988.6147520248859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23,941.4565020991148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24,819.7002785011099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25,819.8161449241213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26,968.23691915938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27,911.8692142854267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28,1117.4171037314866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29,1242.0100573373763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,855.3716796700216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,850.6853794713234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-02,796.6943985310531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-03,899.4181507269417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,747.1094941881853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-05,966.790608350252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06,1122.3575242783925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-07,657.2980076918358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08,868.5081794395946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-09,834.1212777680732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-10,886.6224006554324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,813.2379047199031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,1212.256969711116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13,1184.070283244665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14,684.0995777973782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15,709.2499235461587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16,697.2473769069239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17,782.1082549622633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18,765.3284170460768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19,929.7118202828319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,891.7548690569096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21,752.5002961759303,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
2015-12-22,863.8728101510525,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
2015-12-23,1012.6804763947206,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-12-24,1191.493045254776,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-12-27,997.8805758445286,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-12-28,1028.6370528092416,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-12-29,1084.563288079671,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-12-30,1385.084884713538,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015-12-31,3014.9158882862816,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016-01-02,1202.5857814550686,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2016-01-03,934.2733598675957,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0
2016-01-04,803.0361087665439,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0
2016-01-05,821.9313978757706,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0
2016-01-06,658.4146001472885,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0
2016-01-07,743.8138921577064,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016-01-08,637.4469273538796,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016-01-09,871.4732679328393,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-10,826.955422486571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-11,705.5558747924886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,673.6778617668252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,644.0848656424921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,709.3130261738232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,687.8200042437807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16,906.6542889062559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17,1013.7139351468278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18,613.8540788245841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19,643.0967318801003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,668.4470579370342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,741.4307042739565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-22,730.8440954250143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,756.0816189419252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-24,995.782209389401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-25,715.7394297933279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-26,675.0493020775475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-27,709.2024324760977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-28,712.049635547222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016-01-29,705.888490932472,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2016-01-30,818.5015989236458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-31,949.2808391593485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-01,836.4696388360157,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2016-02-02,935.4508530158822,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2016-02-03,951.7548637635641,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2016-02-04,1100.1214671637163,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2016-02-05,927.0325431236611,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2016-02-06,1183.28740242988,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2016-02-07,1329.3454519817374,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2016-02-08,787.1409937711912,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
2016-02-09,920.2671803182686,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
2016-02-10,779.8975351273984,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
2016-02-11,932.0093944953028,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2016-02-12,759.9999914337229,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2016-02-13,1192.300605542719,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2016-02-14,1232.2856278442705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-15,901.034912669222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-16,927.4655283682897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-17,948.6155550684778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-18,1004.301332975889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-19,983.295543420555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-20,1171.7607081068713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-21,1428.4055125574414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-22,608.4051521655254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-23,735.2505722725191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-24,686.9386221921535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-25,666.5831146011918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-26,659.370167680057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-27,875.9269780596418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-28,1108.1345334649939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-29,649.0194566916623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,667.579764741583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-02,631.4374518375629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-03,643.1310176558217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-04,663.3085734182101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-05,810.0362951481555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-06,941.6612337135952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-07,749.5533400251016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-08,801.6879614790114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-09,778.213298490763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-10,788.9531684262611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-11,818.7351097302471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-12,972.0013038845462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-13,1164.8347828988642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-14,719.1704411349664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-15,851.2933893637605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-16,851.6609664164324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-17,902.0499018929286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-03-18,857.5612849154995,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
2016-03-19,1044.4924986149608,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2016-03-20,1229.8237671410234,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2016-03-21,848.8904644276333,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
2016-03-22,868.8399348777956,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
2016-03-23,941.6711076302247,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
2016-03-26,1662.0053839141872,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1
2016-03-27,1428.8249678652642,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1
2016-03-28,1311.9512620540377,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1
2016-03-29,904.0852613811909,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2016-03-30,830.2784481223583,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2016-03-31,909.7639845087259,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
2016-04-01,965.5867704699341,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
2016-04-02,1025.7697470302232,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1
2016-04-03,948.2145297531389,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2016-04-04,789.2803832523731,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2016-04-05,717.8272418734347,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2016-04-06,778.9490362414924,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2016-04-07,785.4335529563391,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2016-04-08,722.8421436730368,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2016-04-09,931.1423519916807,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2016-04-10,1010.4049507752486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-11,762.1068198600221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-12,752.6543758080029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-13,736.2153780198554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-14,787.1501242810479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-15,754.10399157636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-16,966.1804231738564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-17,994.8274276052088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-18,720.5684928810988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-19,744.3534599158016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-20,700.6206535392957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-21,824.42387772679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-22,780.0147072313018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-23,960.2580463940046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-24,1048.691728604632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-25,808.6673024494378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,723.3731766387942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-27,745.0770275512722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-28,791.3710182157495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,902.4020301424683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,1020.8364027311542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,1320.4934979505729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-02,807.4687168772665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-03,792.3231103249514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-04,930.8351231637771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-05,1131.0665101858597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-06,1246.4215277370777,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1
2016-05-07,1278.087691792391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-08,1309.2392868160628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-09,897.5219487699242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-10,730.3926548029724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-11,843.2695466240598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-12,873.7278301283503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-13,836.0749562606568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-05-14,1301.947280361269,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2016-05-15,1240.3584138625533,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-05-16,1504.3521745251187,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-05-17,1015.6118162708407,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2016-05-18,963.8599834757545,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-05-19,857.9556079151582,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-05-20,995.1881687265911,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-05-21,1078.4252442996235,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,1013.57921441032,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,863.1804464906785,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-24,924.562725300018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-25,757.3124524526521,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,988.0537843692615,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,1061.5854126896102,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-28,1174.6205212331797,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-29,1169.4429353876203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30,835.279174761295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,813.0501472866019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,819.6163654531925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,736.0369030092272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,895.6744683831167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04,1129.2924527913099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,1067.3895911130253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-06,850.6477507354834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,828.70835272332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,904.42245781615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,954.422152107695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,1003.9550699720872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,1134.8420799101114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,1137.3983753627977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,893.7751209132375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,833.4675873571825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15,777.9390151082964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,848.1282645102008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,886.3274527874723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,1215.4568792865832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,1200.8441587043458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,1071.0943608676127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,987.6732341676238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,961.1135819669971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,1074.4969118078031,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016-06-24,1053.850944639592,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016-06-25,1745.218341676614,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016-06-26,1354.154603310315,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2016-06-27,1172.365882184468,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-06-28,1011.4302002977665,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-06-29,935.1312556822927,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-06-30,1108.2199048368966,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-07-01,918.6511498762104,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-07-02,1254.9675135353057,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-07-03,1230.847733903723,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-07-04,972.108885752277,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-07-05,975.3289548378325,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2016-07-06,1095.2281531027224,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
